"Date","NHSE_Region_Code","NHSE_Region_Name","Org code","Org name","Grade Sort Order","Grade","Specialty Group","Specialty","Total FTE"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","General medicine group","General Med Practitioner",".20000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","General medicine group","Genito-urinary medicine","1.50000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","General medicine group","Geriatric medicine","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","General medicine group","Infectious diseases","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","General medicine group","Neurology","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","General medicine group","Other Specialties",".70000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","General medicine group","Palliative medicine","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","General medicine group","Rehabilitation medicine",".62500"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","General medicine group","Renal medicine","2.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","General medicine group","Respiratory medicine",".80000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","General medicine group","Rheumatology","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","Obstetrics & gynaecology","Community Sexual and Reproductive Health","10.01000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","Obstetrics & gynaecology","Obstetrics and Gynaecology","5.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","Paediatric group","Paediatrics","5.70000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","Pathology group","General pathology","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","Pathology group","Haematology","1.60000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","Pathology group","Histopathology",".75000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","Radiology group","Clinical radiology","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","Radiology group","Nuclear medicine","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","Surgical group","Cardio-thoracic surgery","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","Surgical group","General surgery","9.90000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","Surgical group","Ophthalmology","3.91300"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","Surgical group","Plastic surgery","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","Surgical group","Trauma and orthopaedic surgery","15.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","3","Specialty Doctor","Surgical group","Urology","2.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","4","Staff Grade","Anaesthetics","Anaesthetics",".50000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","4","Staff Grade","General medicine group","Rehabilitation medicine",".32000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","4","Staff Grade","Surgical group","Trauma and orthopaedic surgery","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Anaesthetics","Anaesthetics","86.76250"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Anaesthetics","Intensive care medicine","55.61875"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Dental group","Oral and Maxillofacial Pathology","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Dental group","Oral and Maxillofacial Surgery","8.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Dental group","Oral Medicine","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Dental group","Oral Surgery","2.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Dental group","Orthodontics","3.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Dental group","Paediatric dentistry","1.60000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Dental group","Restorative dentistry","4.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Emergency Medicine","Emergency Medicine","59.61250"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","General medicine group","Acute Internal Medicine","12.90000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","General medicine group","Allergy","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","General medicine group","Cardiology","26.31250"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","General medicine group","Clinical genetics","3.40000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","General medicine group","Endocrinology and diabetes mellitus","9.96875"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","General medicine group","Gastro-enterology","6.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","General medicine group","General (internal) medicine","18.60000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","General medicine group","Genito-urinary medicine","4.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","General medicine group","Geriatric medicine","16.30000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","General medicine group","Infectious diseases","11.03750"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","General medicine group","Medical oncology",".56250"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","General medicine group","Other Specialties","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","General medicine group","Rehabilitation medicine","2.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","General medicine group","Renal medicine","12.60000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","General medicine group","Respiratory medicine","20.28750"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","General medicine group","Rheumatology","6.40000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Obstetrics & gynaecology","Community Sexual and Reproductive Health","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Obstetrics & gynaecology","Obstetrics and Gynaecology","81.60750"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Paediatric group","Paediatrics","133.31250"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Pathology group","Chemical pathology","2.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Pathology group","Haematology","12.91250"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Pathology group","Histopathology","10.15000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Pathology group","Immunology","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Pathology group","Medical microbiology","4.51875"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Pathology group","Paediatric and Perinatal Pathology","2.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","PHM & CHS group","Dental Public Health","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Psychiatry group","Child and adolescent psychiatry","10.92500"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Radiology group","Clinical radiology","33.16875"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Radiology group","Nuclear medicine","3.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Surgical group","Cardio-thoracic surgery","26.80000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Surgical group","General surgery","43.07500"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Surgical group","Neurosurgery","2.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Surgical group","Ophthalmology","26.65625"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Surgical group","Otolaryngology","5.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Surgical group","Paediatric surgery","12.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Surgical group","Plastic surgery","11.90000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Surgical group","Trauma and orthopaedic surgery","23.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Surgical group","Urology","9.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","5","Specialty Registrar","Surgical group","Vascular Surgery","5.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Anaesthetics","Anaesthetics","38.47500"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Anaesthetics","Intensive care medicine","22.42500"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Clinical oncology","Clinical oncology","7.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Dental group","Oral and Maxillofacial Surgery","17.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Dental group","Orthodontics","11.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Emergency Medicine","Emergency Medicine","65.67500"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","General medicine group","Acute Internal Medicine","12.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","General medicine group","Cardiology","8.68125"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","General medicine group","Clinical genetics","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","General medicine group","Endocrinology and diabetes mellitus","6.66875"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","General medicine group","Gastro-enterology","12.60000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","General medicine group","General (internal) medicine","57.15000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","General medicine group","Geriatric medicine","14.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","General medicine group","Infectious diseases","7.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","General medicine group","Neurology","7.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","General medicine group","Other Specialties","5.60000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","General medicine group","Renal medicine","7.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","General medicine group","Respiratory medicine","22.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","General medicine group","Rheumatology","4.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Obstetrics & gynaecology","Obstetrics and Gynaecology","41.30000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Paediatric group","Paediatrics","16.60000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Pathology group","Haematology","8.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Pathology group","Immunology","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Pathology group","Medical microbiology","1.80000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Psychiatry group","Child and adolescent psychiatry","4.66875"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Psychiatry group","General psychiatry","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Surgical group","Cardio-thoracic surgery","11.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Surgical group","General surgery","37.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Surgical group","Neurosurgery","3.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Surgical group","Ophthalmology","16.80000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Surgical group","Otolaryngology","13.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Surgical group","Paediatric surgery","23.60000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Surgical group","Plastic surgery","15.85000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Surgical group","Trauma and orthopaedic surgery","27.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Surgical group","Urology","12.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","6","Core Training","Surgical group","Vascular Surgery","2.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","7","Foundation Doctor Year 2","Anaesthetics","Anaesthetics","2.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","7","Foundation Doctor Year 2","Anaesthetics","Intensive care medicine","3.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","7","Foundation Doctor Year 2","Emergency Medicine","Emergency Medicine","27.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","7","Foundation Doctor Year 2","General medicine group","Gastro-enterology","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","7","Foundation Doctor Year 2","General medicine group","General (internal) medicine","10.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","7","Foundation Doctor Year 2","General medicine group","Medical oncology","15.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","7","Foundation Doctor Year 2","General medicine group","Other Specialties","11.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","7","Foundation Doctor Year 2","Obstetrics & gynaecology","Obstetrics and Gynaecology","3.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","7","Foundation Doctor Year 2","Paediatric group","Paediatrics","7.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","7","Foundation Doctor Year 2","Surgical group","General surgery","2.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","7","Foundation Doctor Year 2","Surgical group","Ophthalmology","2.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","7","Foundation Doctor Year 2","Surgical group","Trauma and orthopaedic surgery","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","8","Foundation Doctor Year 1","Anaesthetics","Anaesthetics","2.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","8","Foundation Doctor Year 1","General medicine group","Acute Internal Medicine","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","8","Foundation Doctor Year 1","General medicine group","Cardiology","3.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","8","Foundation Doctor Year 1","General medicine group","Endocrinology and diabetes mellitus",".67500"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","8","Foundation Doctor Year 1","General medicine group","Gastro-enterology","5.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","8","Foundation Doctor Year 1","General medicine group","General (internal) medicine","45.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","8","Foundation Doctor Year 1","General medicine group","Geriatric medicine","8.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","8","Foundation Doctor Year 1","General medicine group","Other Specialties","2.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","8","Foundation Doctor Year 1","General medicine group","Renal medicine","2.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","8","Foundation Doctor Year 1","General medicine group","Respiratory medicine","3.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","8","Foundation Doctor Year 1","Obstetrics & gynaecology","Obstetrics and Gynaecology","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","8","Foundation Doctor Year 1","Paediatric group","Paediatrics","4.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","8","Foundation Doctor Year 1","Psychiatry group","General psychiatry","9.60000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","8","Foundation Doctor Year 1","Surgical group","Cardio-thoracic surgery","1.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","8","Foundation Doctor Year 1","Surgical group","General surgery","25.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","8","Foundation Doctor Year 1","Surgical group","Trauma and orthopaedic surgery","8.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","8","Foundation Doctor Year 1","Surgical group","Urology","4.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","9","Hospital Practitioner / Clinical Assistant","Dental group","Oral and Maxillofacial Surgery",".45455"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","9","Hospital Practitioner / Clinical Assistant","Dental group","Oral Surgery",".37909"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","9","Hospital Practitioner / Clinical Assistant","Emergency Medicine","Emergency Medicine","1.62667"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","9","Hospital Practitioner / Clinical Assistant","General medicine group","Dermatology",".50000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","9","Hospital Practitioner / Clinical Assistant","General medicine group","General (internal) medicine",".15000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","9","Hospital Practitioner / Clinical Assistant","General medicine group","General Med Practitioner","1.28675"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","9","Hospital Practitioner / Clinical Assistant","General medicine group","Geriatric medicine",".10667"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","9","Hospital Practitioner / Clinical Assistant","General medicine group","Palliative medicine",".27500"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","9","Hospital Practitioner / Clinical Assistant","General medicine group","Rehabilitation medicine","1.69850"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","10","Other and Local HCHS Doctor Grades","Dental group","Paediatric dentistry",".40000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","10","Other and Local HCHS Doctor Grades","General medicine group","General (internal) medicine",".40000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","10","Other and Local HCHS Doctor Grades","General medicine group","General Med Practitioner",".53333"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","10","Other and Local HCHS Doctor Grades","General medicine group","General Practice (GP) 6 month Training","1.20000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","10","Other and Local HCHS Doctor Grades","General medicine group","Other Specialties","1.53333"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","10","Other and Local HCHS Doctor Grades","PHM & CHS group","Dental Public Health","8.00000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","10","Other and Local HCHS Doctor Grades","PHM & CHS group","General Dental Practitioner",".64000"
"2022-01-31","Y62","North West","R0A","Manchester University NHS Foundation Trust","10","Other and Local HCHS Doctor Grades","Surgical group","General surgery",".50000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","Anaesthetics","Anaesthetics","31.98750"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","Anaesthetics","Intensive care medicine","10.11250"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","Dental group","Oral and Maxillofacial Surgery","2.50000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","Emergency Medicine","Emergency Medicine","15.85000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","General medicine group","Acute Internal Medicine","2.00000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","General medicine group","Cardiology","9.30000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","General medicine group","Dermatology","3.82500"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","General medicine group","Endocrinology and diabetes mellitus","5.60000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","General medicine group","Gastro-enterology","10.00000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","General medicine group","General (internal) medicine","7.30000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","General medicine group","Geriatric medicine","20.90000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","General medicine group","Infectious diseases","1.00000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","General medicine group","Other Specialties","1.20000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","General medicine group","Palliative medicine","6.25000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","General medicine group","Renal medicine","5.00000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","General medicine group","Respiratory medicine","8.00000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","General medicine group","Rheumatology","2.00000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","Obstetrics & gynaecology","Obstetrics and Gynaecology","11.00000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","Paediatric group","Paediatrics","19.98600"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","Pathology group","Haematology","4.00000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","Pathology group","Histopathology","9.85000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","Pathology group","Medical microbiology","2.00000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","Radiology group","Clinical radiology","20.88750"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","Surgical group","General surgery","18.68940"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","Surgical group","Ophthalmology","8.72100"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","Surgical group","Otolaryngology","3.00000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","Surgical group","Trauma and orthopaedic surgery","16.90000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","1","Consultant","Surgical group","Urology","7.60000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","2","Associate Specialist","Anaesthetics","Anaesthetics","2.77500"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","2","Associate Specialist","General medicine group","Dermatology",".60000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","2","Associate Specialist","General medicine group","Endocrinology and diabetes mellitus",".97500"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","2","Associate Specialist","General medicine group","General (internal) medicine","1.00000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","2","Associate Specialist","General medicine group","Geriatric medicine","1.00000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","2","Associate Specialist","Paediatric group","Paediatrics","1.70000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","2","Associate Specialist","Radiology group","Clinical radiology",".70000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","2","Associate Specialist","Surgical group","Urology","1.00000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","3","Specialty Doctor","Anaesthetics","Anaesthetics","6.65000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","3","Specialty Doctor","Dental group","Oral and Maxillofacial Surgery","2.20000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","3","Specialty Doctor","Emergency Medicine","Emergency Medicine","2.45000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","3","Specialty Doctor","General medicine group","Dermatology",".22800"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","3","Specialty Doctor","General medicine group","General (internal) medicine","1.70000"
"2022-01-31","Y62","North West","RBL","Wirral University Teaching Hospital NHS Foundation Trust","3","Specialty Doctor","General medicine group","Geriatric medicine","1.00000"
